MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
LAMOINE|||013004213|D|1-1|2|7|135|3|ER|05/21/2020|||||||||
LAMOINE||O|100688264|D|1-1|2|7|135|3|UR|05/08/2020||EL|05/29/2020||||||
LAMOINE|||050205390|D|1-1|2|7|135|3|WV|05/27/2020|||||||||
LAMOINE|||050205392|D|1-1|2|7|135|3|WV|05/27/2020|||||||||
LEBANON|||047300014|U|1-1|1|34|20|1|ER|05/27/2020|||||||||
LEBANON|||100677278|U|1-1|1|34|20|1|ER|05/27/2020|||||||||
LEBANON|||046404572|R|1-1|1|34|20|1|ER|05/19/2020|||||||||
LEBANON|||100058261|D|1-1|1|34|20|1|ER|04/05/2020|||||||||
LEBANON|||100062467|R|1-1|1|34|20|1|ER|04/05/2020|||||||||
LEBANON|||100051987|U|1-1|1|34|20|1|ER|05/05/2020|||||||||
LEBANON|||100170168|R|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||047300132|R|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||047300158|D|1-1|1|34|20|1|ER|06/01/2020|||||||||
LEBANON|||047300157|D|1-1|1|34|20|1|TR|06/01/2020|||||||||
LEBANON|||047300382|D|1-1|1|34|20|1|ER|03/13/2020|||||||||
LEBANON|||047300383|D|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||047300474|D|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||047300476|D|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||047300477|D|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||100729942|D|1-1|1|34|20|1|ER|05/20/2020|||||||||
LEBANON|||100423020|D|1-1|1|34|20|1|ER|03/18/2020|||||||||
LEBANON|||100326256|D|1-1|1|34|20|1|ER|03/18/2020|||||||||
LEBANON|||047300571|D|1-1|1|34|20|1|ER|04/28/2020|||||||||
LEBANON|||047300573|D|1-1|1|34|20|1|ER|05/05/2020|||||||||
LEBANON|||100266910|D|1-1|1|34|20|1|ER|05/05/2020|||||||||
LEBANON|||100398440|R|1-1|1|34|20|1|WV|04/01/2020|||||||||
LEBANON|||047801908|R|1-1|1|34|20|1|ER|04/08/2020|||||||||
LEBANON|||100433470|U|1-1|1|34|20|1|ER|05/19/2020|||||||||
LEBANON|||047300993|D|1-1|1|34|20|1|TR|05/26/2020|||||||||
LEBANON|||020701066|D|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEBANON|||100108491|D|1-1|1|34|20|1|TR|06/01/2020|||||||||
LEBANON|||046401552|D|1-1|1|34|20|1|WV|05/11/2020|||||||||
LEBANON|||046401553|D|1-1|1|34|20|1|WV|05/11/2020|||||||||
LEBANON|||100169652|U|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEBANON|||047301249|R|1-1|1|34|20|1|TR|05/05/2020|||||||||
LEBANON|||052204777|R|1-1|1|34|20|1|ER|04/30/2020|||||||||
LEBANON|||047301261|R|1-1|1|34|20|1|TR|05/05/2020|||||||||
LEBANON||O|100698597|D|1-1|1|34|20|1|UR|01/20/2020||EL|05/29/2020||||||
LEBANON|||047301340|D|1-1|1|34|20|1|TR|05/29/2020|||||||||
LEBANON|||047301346|D|1-1|1|34|20|1|TR|05/29/2020|||||||||
LEBANON|||100019907|U|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||047303368|U|1-1|1|34|20|1|WV|03/24/2020|||||||||
LEBANON|||100564447|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||047301437|G|1-1|1|34|20|1|ER|05/01/2020|||||||||
LEBANON|||047301438|G|1-1|1|34|20|1|ER|05/01/2020|||||||||
LEBANON|||047301441|D|1-1|1|34|20|1|TR|05/11/2020|||||||||
LEBANON|||047301445|D|1-1|1|34|20|1|TR|05/11/2020|||||||||
LEBANON|||100265248|D|1-1|1|34|20|1|ER|05/20/2020|||||||||
LEBANON|||100216899|D|1-1|1|34|20|1|ER|04/17/2020|||||||||
LEBANON|||100189123|D|1-1|1|34|20|1|ER|04/17/2020|||||||||
LEBANON|||100020689|D|1-1|1|34|20|1|TR|05/26/2020|||||||||
LEBANON|||100305871|U|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON||S|047301626|R|1-1|1|34|20|1|UR|02/25/2020||EL|05/29/2020||||||
LEBANON||S|100595864|R|1-1|1|34|20|1|UR|02/25/2020||EL|05/29/2020||||||
LEBANON|||100767498|U|1-1|1|34|20|1|WV|06/02/2020|||||||||
LEBANON|||047301813|D|1-1|1|34|20|1|TR|05/06/2020|||||||||
LEBANON|||047301814|D|1-1|1|34|20|1|TR|05/06/2020|||||||||
LEBANON|||047301868|D|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||047301869|R|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||047301999|R|1-1|1|34|20|1|ER|05/05/2020|||||||||
LEBANON|||047302000|D|1-1|1|34|20|1|WV|05/26/2020|||||||||
LEBANON|||100310734|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||100310737|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||100019937|D|1-1|1|34|20|1|TR|05/19/2020|||||||||
LEBANON|||047302182|D|1-1|1|34|20|1|TR|05/19/2020|||||||||
LEBANON|||100709881|D|1-1|1|34|20|1|ER|06/02/2020|||||||||
LEBANON|||046803277|D|1-1|1|34|20|1|ER|04/30/2020|||||||||
LEBANON|||047302365|D|1-1|1|34|20|1|TR|05/05/2020|||||||||
LEBANON|||047302366|D|1-1|1|34|20|1|TR|05/05/2020|||||||||
LEBANON|||100131206|U|1-1|1|34|20|1|WV|06/02/2020|||||||||
LEBANON|||100123316|G|1-1|1|34|20|1|WV|06/02/2020|||||||||
LEBANON|||016001699|R|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||016001700|R|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||100675591|D|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||047302621|D|1-1|1|34|20|1|TR|04/28/2020|||||||||
LEBANON|||047302622|U|1-1|1|34|20|1|TR|04/28/2020|||||||||
LEBANON|||047302771|D|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEBANON|||100243416|D|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEBANON|||100409931|R|1-1|1|34|20|1|WV|04/01/2020|||||||||
LEBANON|||100459770|D|1-1|1|34|20|1|ER|05/20/2020|||||||||
LEBANON|||047302859|R|1-1|1|34|20|1|ER|04/30/2020|||||||||
LEBANON|||047302861|R|1-1|1|34|20|1|ER|04/30/2020|||||||||
LEBANON|||047302882|U|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||100752461|D|1-1|1|34|20|1|ER|04/09/2020|||||||||
LEBANON|||100211802|D|1-1|1|34|20|1|ER|04/09/2020|||||||||
LEBANON|||047302952|D|1-1|1|34|20|1|ER|05/20/2020|||||||||
LEBANON|||047303132|D|1-1|1|34|20|1|TR|04/21/2020|||||||||
LEBANON|||052212223|D|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||051019772|D|1-1|1|34|20|1|ER|03/05/2020|||||||||
LEBANON|||047303260|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||047303261|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||047303269|R|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||047303270|R|1-1|1|34|20|1|WV|06/01/2020|||||||||
LEBANON|||047302007|D|1-1|1|34|20|1|ER|03/16/2020|||||||||
LEBANON|||100065744|D|1-1|1|34|20|1|ER|05/26/2020|||||||||
LEBANON|||100738362|U|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEBANON|||047303495|U|1-1|1|34|20|1|ER|05/29/2020|||||||||
LEE||S|100548170|R|1-1|2|2|141|3|UR|02/11/2020||EL|05/29/2020||||||
LEE||S|100268467|G|1-1|2|2|141|3|UR|04/03/2020||EL|05/29/2020||||||
LEE|||028800216|U|1-1|2|2|141|3|TR|04/14/2020|||||||||
LEE|||028800218|U|1-1|2|2|141|3|TR|04/14/2020|||||||||
LEE|||028800522|D|1-1|2|2|141|3|TR|05/27/2020|||||||||
LEE|||100430505|D|1-1|2|2|141|3|ER|05/13/2020|||||||||
LEE|||028800712|D|1-1|2|2|141|3|WV|05/19/2020|||||||||
LEE|||028800713|D|1-1|2|2|141|3|WV|05/19/2020|||||||||
LEEDS|||100298350|D|1-1|2|22|75|7|ER|05/26/2020|||||||||
LEEDS|||000300090|U|1-1|2|22|75|7|TR|06/02/2020|||||||||
LEEDS|||000300091|D|1-1|2|22|75|7|TR|06/01/2020|||||||||
LEEDS|||016702098|D|1-1|2|22|75|7|ER|05/29/2020|||||||||
LEEDS|||000300280|D|1-1|2|22|75|7|ER|04/13/2020|||||||||
LEEDS|||100105365|G|1-1|2|22|75|7|ER|05/20/2020|||||||||
LEEDS|||000300347|D|1-1|2|22|75|7|ER|04/16/2020|||||||||
LEEDS|||000300350|D|1-1|2|22|75|7|ER|04/16/2020|||||||||
LEEDS|||000300361|D|1-1|2|22|75|7|TR|06/02/2020|||||||||
LEEDS|||000300362|D|1-1|2|22|75|7|TR|06/02/2020|||||||||
LEEDS|||000300450|R|1-1|2|22|75|7|WV|06/01/2020|||||||||
LEEDS|||000300451|R|1-1|2|22|75|7|WV|06/01/2020|||||||||
LEEDS|||100292442|D|1-1|2|22|75|7|ER|06/01/2020|||||||||
LEEDS|||000900911|D|1-1|2|22|75|7|ER|05/31/2020|||||||||
LEEDS|||000900930|D|1-1|2|22|75|7|ER|05/31/2020|||||||||
LEEDS|||000300526|D|1-1|2|22|75|7|ER|04/22/2020|||||||||
LEEDS|||000300539|D|1-1|2|22|75|7|TR|05/28/2020|||||||||
LEEDS|||049302499|D|1-1|2|22|75|7|ER|04/12/2020|||||||||
LEEDS|||000300585|D|1-1|2|22|75|7|TR|05/05/2020|||||||||
LEEDS|||000300587|D|1-1|2|22|75|7|TR|05/05/2020|||||||||
LEEDS|||000300612|D|1-1|2|22|75|7|TR|05/05/2020|||||||||
LEEDS|||048809488|U|1-1|2|22|75|7|WV|05/28/2020|||||||||
LEEDS|||000300714|D|1-1|2|22|75|7|ER|05/06/2020|||||||||
LEEDS|||000300906|D|1-1|2|22|75|7|TR|05/05/2020|||||||||
LEEDS|||000300938|D|1-1|2|22|75|7|WV|05/29/2020|||||||||
LEEDS|||000300939|D|1-1|2|22|75|7|WV|05/29/2020|||||||||
LEEDS|||000301057|R|1-1|2|22|75|7|TR|05/29/2020|||||||||
LEEDS|||000401047|D|1-1|2|22|75|7|TR|05/29/2020|||||||||
LEEDS|||000301111|D|1-1|2|22|75|7|ER|04/17/2020|||||||||
LEEDS|||000301284|D|1-1|2|22|75|7|WV|05/18/2020|||||||||
LEEDS|||000301285|D|1-1|2|22|75|7|WV|05/18/2020|||||||||
LEEDS|||100699763|D|1-1|2|22|75|7|ER|05/13/2020|||||||||
LEEDS|||000301471|D|1-1|2|22|75|7|ER|05/14/2020|||||||||
LEEDS|||000301473|D|1-1|2|22|75|7|ER|05/14/2020|||||||||
LEEDS|||000301498|D|1-1|2|22|75|7|TR|05/29/2020|||||||||
LEEDS|||000301516|D|1-1|2|22|75|7|ER|04/27/2020|||||||||
LEEDS|||000301517|D|1-1|2|22|75|7|ER|04/26/2020|||||||||
LEEDS|||000301518|D|1-1|2|22|75|7|ER|04/27/2020|||||||||
LEEDS|||100304736|D|1-1|2|22|75|7|TR|06/01/2020|||||||||
LEEDS||O|050411430|D|1-1|2|22|75|7|UR|02/07/2020||EL|05/29/2020||||||
LEEDS|||000301657|D|1-1|2|22|75|7|ER|04/02/2020|||||||||
LEEDS|||000301673|D|1-1|2|22|75|7|TR|05/05/2020|||||||||
LEEDS|||000301696|D|1-1|2|22|75|7|ER|05/26/2020|||||||||
LEEDS|||000301697|D|1-1|2|22|75|7|ER|05/26/2020|||||||||
LEEDS|||000301712|D|1-1|2|22|75|7|ER|05/20/2020|||||||||
LEVANT|||028900099|D|1-1|2|10|102|2|ER|04/21/2020|||||||||
LEVANT|||028000074|D|1-1|2|10|102|2|ER|05/15/2020|||||||||
LEVANT|||028900285|D|1-1|2|10|102|2|ER|05/11/2020|||||||||
LEVANT|||028900429|R|1-1|2|10|102|2|ER|05/19/2020|||||||||
LEVANT|||028900430|R|1-1|2|10|102|2|ER|05/19/2020|||||||||
LEVANT|||100705989|D|1-1|2|10|102|2|ER|04/21/2020|||||||||
LEVANT|||028900581|D|1-1|2|10|102|2|ER|05/11/2020|||||||||
LEVANT|||026200771|U|1-1|2|10|102|2|ER|05/13/2020|||||||||
LEVANT|||028901311|D|1-1|2|10|102|2|ER|05/13/2020|||||||||
LEVANT|||028900703|D|1-1|2|10|102|2|WV|06/02/2020|||||||||
LEVANT|||100506158|R|1-1|2|10|102|2|TR|05/15/2020|||||||||
LEVANT|||028900747|R|1-1|2|10|102|2|TR|05/15/2020|||||||||
LEVANT|||029400559|D|1-1|2|10|102|2|TR|05/26/2020|||||||||
LEVANT|||028101979|R|1-1|2|10|102|2|WV|06/02/2020|||||||||
LEVANT|||028900888|D|1-1|2|10|102|2|ER|05/13/2020|||||||||
LEVANT|||028901005|D|1-1|2|10|102|2|TR|05/01/2020|||||||||
LEVANT|||100027387|D|1-1|2|10|102|2|ER|04/21/2020|||||||||
LEVANT|||100141994|D|1-1|2|10|102|2|ER|04/05/2020|||||||||
LEVANT|||028901199|D|1-1|2|10|102|2|ER|04/07/2020|||||||||
LEVANT|||026000880|R|1-1|2|10|102|2|ER|05/19/2020|||||||||
LEVANT|||028901308|U|1-1|2|10|102|2|TR|06/02/2020|||||||||
LEVANT|||028901309|D|1-1|2|10|102|2|TR|06/02/2020|||||||||
LEVANT|||030800812|D|1-1|2|10|102|2|ER|05/23/2020|||||||||
LEVANT|||028901620|D|1-1|2|10|102|2|ER|05/08/2020|||||||||
LEVANT|||100699942|U|1-1|2|10|102|2|ER|05/14/2020|||||||||
LEWISTON|||048702201|D|2-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||100063009|D|6-1|2|21|58|3|ER|05/20/2020|||||||||
LEWISTON|||048806551|D|6-1|2|21|58|3|ER|05/20/2020|||||||||
LEWISTON|||100744397|D|3-1|2|21|60|1|ER|05/06/2020|||||||||
LEWISTON|||048800074|D|4-1|2|21|58|3|ER|04/09/2020|||||||||
LEWISTON|||048800109|D|1-1|2|21|60|2|WV|05/29/2020|||||||||
LEWISTON|||048800110|D|1-1|2|21|60|2|WV|05/29/2020|||||||||
LEWISTON|||048800155|D|4-1|2|21|58|1|TR|05/28/2020|||||||||
LEWISTON|||100758641|D|1-1|2|21|59|2|ER|05/20/2020|||||||||
LEWISTON|||048800210|D|2-1|2|21|59|2|ER|04/29/2020|||||||||
LEWISTON|||048800212|D|2-1|2|21|59|2|ER|04/29/2020|||||||||
LEWISTON|||048800239|R|1-1|2|21|59|2|TR|06/01/2020|||||||||
LEWISTON|||018200045|D|7-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON|||018200048|D|7-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON|||100572291|D|6-1|2|21|58|3|ER|06/01/2020|||||||||
LEWISTON|||100745433|D|1-1|2|21|60|2|WV|05/28/2020|||||||||
LEWISTON|||100733359|D|4-1|2|21|58|2|ER|06/01/2020|||||||||
LEWISTON|||100738869|U|6-1|2|21|58|3|ER|05/28/2020|||||||||
LEWISTON|||100747498|U|6-1|2|21|58|3|ER|05/28/2020|||||||||
LEWISTON|||016600013|D|1-1|2|21|60|2|TR|05/26/2020|||||||||
LEWISTON|||100052755|D|5-1|2|21|60|2|ER|05/22/2020|||||||||
LEWISTON||S|048800439|U|4-1|2|21|58|2|UR|05/06/2020||EL|05/29/2020||||||
LEWISTON||S|100709765|R|4-1|2|21|58|2|UR|05/06/2020||EL|05/29/2020||||||
LEWISTON|||048800440|R|2-1|2|21|59|2|ER|05/20/2020|||||||||
LEWISTON|||023900090|D|3-1|2|21|60|1|ER|06/01/2020|||||||||
LEWISTON|||048700396|D|1-1|2|21|59|2|TR|05/15/2020|||||||||
LEWISTON|||048800594|D|6-1|2|21|58|3|TR|05/26/2020|||||||||
LEWISTON|||048800596|D|6-1|2|21|58|3|TR|05/26/2020|||||||||
LEWISTON|||100080523|D|2-1|2|21|59|2|ER|05/29/2020|||||||||
LEWISTON|||100590183|U|7-1|2|21|61|1|ER|06/01/2020|||||||||
LEWISTON|||036600123|U|7-1|2|21|61|1|ER|05/29/2020|||||||||
LEWISTON|||048800700|D|6-1|2|21|58|3|TR|06/02/2020|||||||||
LEWISTON|||100686366|D|1-1|2|21|59|2|ER|05/25/2020|||||||||
LEWISTON|||100741668|D|3-1|2|21|60|1|ER|05/26/2020|||||||||
LEWISTON|||100589317|D|4-1|2|21|58|1|ER|04/10/2020|||||||||
LEWISTON|||048800935|D|3-1|2|21|60|1|ER|05/14/2020|||||||||
LEWISTON|||048800950|D|2-1|2|21|59|2|ER|05/26/2020|||||||||
LEWISTON|||048800951|D|2-1|2|21|59|2|ER|05/26/2020|||||||||
LEWISTON|||100036205|U|4-1|2|21|58|3|ER|05/30/2020|||||||||
LEWISTON|||100685062|D|1-1|2|21|59|2|ER|05/16/2020|||||||||
LEWISTON|||100685065|D|1-1|2|21|60|2|ER|04/23/2020|||||||||
LEWISTON|||048801024|D|1-1|2|21|59|2|TR|05/15/2020|||||||||
LEWISTON|||100158567|D|2-1|2|21|59|2|ER|04/15/2020|||||||||
LEWISTON|||048801055|D|6-1|2|21|58|3|ER|05/04/2020|||||||||
LEWISTON|||048801058|D|6-1|2|21|58|3|ER|05/04/2020|||||||||
LEWISTON|||048801112|D|2-1|2|21|59|2|ER|05/13/2020|||||||||
LEWISTON|||048801232|R|4-1|2|21|58|2|ER|05/12/2020|||||||||
LEWISTON|||048801241|D|6-1|2|21|61|1|ER|05/26/2020|||||||||
LEWISTON|||048801242|D|6-1|2|21|61|1|ER|05/26/2020|||||||||
LEWISTON|||048801269|R|1-1|2|21|59|2|TR|06/02/2020|||||||||
LEWISTON|||048801274|R|1-1|2|21|59|2|ER|06/02/2020|||||||||
LEWISTON|||046500299|D|5-1|2|21|60|2|ER|05/17/2020|||||||||
LEWISTON|||048801317|U|4-1|2|21|59|2|ER|05/27/2020|||||||||
LEWISTON|||048801318|R|4-1|2|21|58|1|ER|05/13/2020|||||||||
LEWISTON|||100709461|D|1-1|2|21|60|2|ER|04/28/2020|||||||||
LEWISTON|||100701621|D|3-1|2|21|60|1|ER|05/22/2020|||||||||
LEWISTON|||048801315|D|2-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||100687265|D|2-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||048817848|D|2-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||048801429|D|4-1|2|21|58|3|TR|05/22/2020|||||||||
LEWISTON|||100111605|R|6-1|2|21|58|3|ER|05/21/2020|||||||||
LEWISTON|||100096869|U|6-1|2|21|58|3|ER|05/12/2020|||||||||
LEWISTON|||048801457|D|7-1|2|21|61|1|ER|05/25/2020|||||||||
LEWISTON|||048801464|R|4-1|2|21|58|3|TR|05/22/2020|||||||||
LEWISTON|||048801482|D|7-1|2|21|61|1|ER|05/25/2020|||||||||
LEWISTON|||048701047|D|4-1|2|21|58|2|ER|05/05/2020|||||||||
LEWISTON|||048801593|D|3-1|2|21|60|1|ER|05/28/2020|||||||||
LEWISTON|||048801660|D|4-1|2|21|58|1|TR|05/26/2020|||||||||
LEWISTON|||048801667|D|4-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||048801668|D|4-1|2|21|59|2|ER|05/21/2020|||||||||
LEWISTON|||048801671|U|7-1|2|21|58|1|ER|05/13/2020|||||||||
LEWISTON|||048801686|D|2-1|2|21|59|2|WV|06/02/2020|||||||||
LEWISTON|||048801690|D|7-1|2|21|58|1|ER|05/13/2020|||||||||
LEWISTON|||016702288|D|6-1|2|21|58|3|WV|05/05/2020|||||||||
LEWISTON|||048801887|D|2-1|2|21|59|2|ER|04/10/2020|||||||||
LEWISTON|||048801892|R|6-1|2|21|58|3|ER|05/20/2020|||||||||
LEWISTON|||048801919|D|7-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON|||048801929|U|7-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON|||048701433|R|6-1|2|21|58|3|TR|06/02/2020|||||||||
LEWISTON|||048802007|R|4-1|2|21|58|3|ER|04/17/2020|||||||||
LEWISTON|||048802023|R|6-1|2|21|58|3|ER|05/12/2020|||||||||
LEWISTON|||048802034|D|6-1|2|21|58|3|ER|06/02/2020|||||||||
LEWISTON|||048802040|D|6-1|2|21|58|3|ER|05/27/2020|||||||||
LEWISTON|||048802042|D|3-1|2|21|60|1|ER|05/24/2020|||||||||
LEWISTON|||048802048|D|2-1|2|21|59|2|TR|05/27/2020|||||||||
LEWISTON|||048802061|D|2-1|2|21|59|2|TR|05/26/2020|||||||||
LEWISTON|||018200349|D|1-1|2|21|59|2|ER|05/04/2020|||||||||
LEWISTON|||048802090|D|2-1|2|21|59|2|ER|03/31/2020|||||||||
LEWISTON|||048800725|D|2-1|2|21|59|2|ER|03/31/2020|||||||||
LEWISTON|||048802104|D|4-1|2|21|58|1|ER|05/21/2020|||||||||
LEWISTON|||048802184|R|4-1|2|21|58|1|TR|05/13/2020|||||||||
LEWISTON|||048802192|D|4-1|2|21|58|2|ER|06/01/2020|||||||||
LEWISTON|||048802205|R|4-1|2|21|58|1|TR|05/13/2020|||||||||
LEWISTON|||048802219|D|7-1|2|21|61|1|ER|05/05/2020|||||||||
LEWISTON|||048802220|D|7-1|2|21|61|1|ER|05/05/2020|||||||||
LEWISTON|||100742585|D|1-1|2|21|60|2|ER|05/25/2020|||||||||
LEWISTON|||049101258|D|7-1|2|21|61|1|ER|05/18/2020|||||||||
LEWISTON|||048802418|U|4-1|2|21|58|1|ER|04/02/2020|||||||||
LEWISTON|||048802445|D|3-1|2|21|59|2|ER|05/26/2020|||||||||
LEWISTON|||048802476|D|2-1|2|21|59|2|ER|05/18/2020|||||||||
LEWISTON|||100745474|U|1-1|2|21|59|2|ER|06/01/2020|||||||||
LEWISTON|||100546940|D|4-1|2|21|58|2|ER|05/04/2020|||||||||
LEWISTON|||100262241|D|1-1|2|21|59|2|ER|06/02/2020|||||||||
LEWISTON|||048802608|U|4-1|2|21|58|3|TR|05/27/2020|||||||||
LEWISTON|||048806128|R|7-1|2|21|61|1|ER|04/08/2020|||||||||
LEWISTON|||050700281|D|4-1|2|21|58|1|TR|05/20/2020|||||||||
LEWISTON|||048802707|D|6-1|2|21|58|3|ER|05/26/2020|||||||||
LEWISTON|||048802722|D|6-1|2|21|58|3|ER|05/26/2020|||||||||
LEWISTON|||100169949|D|5-1|2|21|60|2|ER|04/15/2020|||||||||
LEWISTON|||048802820|D|1-1|2|21|59|2|ER|05/19/2020|||||||||
LEWISTON|||048802823|D|1-1|2|21|59|2|ER|05/18/2020|||||||||
LEWISTON|||100687294|D|3-1|2|21|59|2|ER|05/28/2020|||||||||
LEWISTON|||100378474|D|7-1|2|21|61|1|ER|04/08/2020|||||||||
LEWISTON|||049101614|D|7-1|2|21|61|1|ER|05/13/2020|||||||||
LEWISTON|||048802957|D|7-1|2|21|61|1|ER|06/01/2020|||||||||
LEWISTON|||100685081|D|3-1|2|21|60|1|ER|05/28/2020|||||||||
LEWISTON|||100743473|D|1-1|2|21|60|2|ER|05/31/2020|||||||||
LEWISTON|||048803114|D|7-1|2|21|61|1|ER|05/14/2020|||||||||
LEWISTON|||048803198|D|5-1|2|21|60|2|ER|05/26/2020|||||||||
LEWISTON|||100579679|D|1-1|2|21|59|2|ER|06/01/2020|||||||||
LEWISTON|||100747034|D|4-1|2|21|59|2|ER|05/26/2020|||||||||
LEWISTON|||011200522|D|3-1|2|21|60|1|ER|04/17/2020|||||||||
LEWISTON|||048803342|D|6-1|2|21|61|1|ER|04/17/2020|||||||||
LEWISTON|||010601021|D|2-1|2|21|59|2|ER|05/28/2020|||||||||
LEWISTON|||051401099|U|1-1|2|21|59|2|ER|04/26/2020|||||||||
LEWISTON|||048803403|D|6-1|2|21|58|3|ER|05/29/2020|||||||||
LEWISTON|||100698999|D|4-1|2|21|58|1|ER|05/20/2020|||||||||
LEWISTON|||100699000|D|4-1|2|21|58|1|ER|05/20/2020|||||||||
LEWISTON|||100376046|R|6-1|2|21|58|3|TR|05/27/2020|||||||||
LEWISTON|||100376045|R|6-1|2|21|58|3|TR|05/26/2020|||||||||
LEWISTON|||048803430|R|2-1|2|21|59|2|WV|05/21/2020|||||||||
LEWISTON|||048803535|D|5-1|2|21|60|2|TR|05/12/2020|||||||||
LEWISTON|||048803537|D|5-1|2|21|60|2|TR|05/12/2020|||||||||
LEWISTON|||050402227|D|1-1|2|21|60|2|ER|04/10/2020|||||||||
LEWISTON|||048803723|D|3-1|2|21|60|1|TR|06/02/2020|||||||||
LEWISTON|||048803735|U|6-1|2|21|58|3|TR|05/29/2020|||||||||
LEWISTON|||048803758|D|5-1|2|21|60|2|ER|05/22/2020|||||||||
LEWISTON|||048803771|D|5-1|2|21|60|2|ER|05/22/2020|||||||||
LEWISTON|||048803788|D|5-1|2|21|60|2|ER|05/22/2020|||||||||
LEWISTON|||100500592|D|2-1|2|21|59|2|ER|06/02/2020|||||||||
LEWISTON|||048803814|U|6-1|2|21|58|3|TR|05/29/2020|||||||||
LEWISTON|||048803817|D|6-1|2|21|58|3|WV|06/01/2020|||||||||
LEWISTON|||048819220|D|6-1|2|21|58|3|WV|06/01/2020|||||||||
LEWISTON|||100677134|D|3-1|2|21|59|2|ER|04/14/2020|||||||||
LEWISTON|||048803898|D|4-1|2|21|59|2|ER|06/02/2020|||||||||
LEWISTON|||048803938|D|4-1|2|21|58|2|ER|05/20/2020|||||||||
LEWISTON|||049401664|D|7-1|2|21|61|1|ER|05/12/2020|||||||||
LEWISTON|||048804058|D|6-1|2|21|58|3|ER|05/24/2020|||||||||
LEWISTON|||048804060|R|5-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON|||048804061|R|5-1|2|21|61|1|TR|05/26/2020|||||||||
LEWISTON||S|100690990|D|3-1|2|21|60|1|UR|11/12/2019||MV|05/29/2020||||||
LEWISTON|||048804096|U|5-1|2|21|60|2|ER|05/19/2020|||||||||
LEWISTON|||100175888|D|2-1|2|21|59|2|ER|05/26/2020|||||||||
LEWISTON|||100579673|D|3-1|2|21|60|1|ER|05/13/2020|||||||||
LEWISTON|||048804179|R|4-1|2|21|58|2|TR|05/26/2020|||||||||
LEWISTON|||048804185|D|4-1|2|21|58|2|TR|05/26/2020|||||||||
LEWISTON|||042800178|D|6-1|2|21|61|1|ER|04/27/2020|||||||||
LEWISTON|||100323533|U|3-1|2|21|60|1|ER|05/28/2020|||||||||
LEWISTON||O|100060017|D|1-1|2|21|60|2|WV|05/29/2020||EL|05/29/2020||||||
LEWISTON|||100705977|D|3-1|2|21|60|1|ER|05/28/2020|||||||||
LEWISTON|||100675022|D|2-1|2|21|59|2|ER|05/09/2020|||||||||
LEWISTON|||000200776|U|7-1|2|21|61|1|ER|05/15/2020|||||||||
LEWISTON|||000200777|R|7-1|2|21|61|1|ER|05/15/2020|||||||||
LEWISTON|||048804428|D|6-1|2|21|58|3|WV|06/02/2020|||||||||
LEWISTON|||048804619|D|1-1|2|21|59|2|ER|05/23/2020|||||||||
